",60,62,60,61,59,
"",64,60,
""63,64,59,82,69,69,115,68,110,69,88,68,55,47,34,4,44,22,35,55,43,47,55,66,93,65,123,65,98,61,96,60,208,60,62,60,61,59,
"",64,60,
""63,64,59,82,69,69,115,68,110,69,88,68,55,47,34,4,44,22,35,55,43,47,55,66,93,65,123,65,98,61,96,60,208,60,62,60,61,59,
""103,68,204,57,192,68,166,67,138,68,123,91,118,141,121,59,121,18,122,50,126,112,145,59,167,59,214,60,184,60,188,60,326,60,146,60,138,59,
""138,65,139,58,150,80,304,68,186,68,176,90,141,43,123,179,124,89,138,45,130,55,141,42,164,58,208,55,191,60,194,42,292,49,169,38,143,8,
""139,87,143,52,151,66,303,68,188,68,177,93,140,66,122,67,123,50,125,59,127,60,141,60,166,60,194,60,186,60,209,59,328,59,152,60,143,60,
""140,66,143,64,151,77,293,69,191,98,174,67,141,65,126,180,126,42,139,59,132,48,137,51,158,42,181,50,190,8,195,52,291,60,158,60,145,60,
""139,52,141,45,152,65,330,59,180,88,182,68,143,67,125,66,125,67,126,38,128,127,142,59,163,60,245,60,183,59,192,59,331,59,157,59,147,20,
""139,50,139,50,152,68,204,88,319,97,180,83,142,93,124,184,125,54,137,55,131,58,141,59,156,54,226,59,330,36,327,5,284,28,164,29,147,91,
""140,61,141,64,152,94,293,103,319,83,175,68,141,35,124,182,126,69,139,71,132,62,143,60,166,54,212,57,325,51,313,55,338,58,172,61,151,53,
""151,49,144,66,153,73,289,55,323,86,170,83,140,53,124,180,126,35,135,64,132,75,143,66,171,175,274,59,318,59,319,60,310,16,168,104,148,59,
""140,68,141,61,152,64,304,95,325,84,176,89,143,5,125,180,134,89,137,41,134,42,142,43,163,45,223,40,323,5,315,38,330,59,152,60,145,60,
"